"site","precision","deviation","measure","estimate","parent"
1,0.18,5.55555555555556,"survival",3.28,"Survival"
2,0.19,5.26315789473684,"survival",2.91,"Survival"
3,0.25,4,"survival",-7.09,"Survival"
4,0.29,3.44827586206897,"survival",2.35,"Survival"
5,0.3,3.33333333333333,"survival",3.51,"Survival"
6,0.34,2.94117647058824,"survival",1.03,"Survival"
7,0.34,2.94117647058824,"survival",-0.75,"Survival"
8,0.34,2.94117647058824,"survival",3.93,"Survival"
9,0.35,2.85714285714286,"survival",3.77,"Survival"
10,0.37,2.7027027027027,"survival",-5.05,"Survival"
11,0.4,2.5,"survival",1.15,"Survival"
12,0.41,2.4390243902439,"survival",3.72,"Survival"
13,0.41,2.4390243902439,"survival",1.57,"Survival"
14,0.41,2.4390243902439,"survival",0.31,"Survival"
15,0.42,2.38095238095238,"survival",2.38,"Survival"
16,0.42,2.38095238095238,"survival",-7.14,"Survival"
17,0.43,2.32558139534884,"survival",-1.49,"Survival"
18,0.43,2.32558139534884,"survival",1.94,"Survival"
19,0.44,2.27272727272727,"survival",4.37,"Survival"
20,0.45,2.22222222222222,"survival",-0.94,"Survival"
21,0.46,2.17391304347826,"survival",-3.58,"Survival"
22,0.48,2.08333333333333,"survival",-0.39,"Survival"
23,0.51,1.96078431372549,"survival",4.86,"Survival"
24,0.55,1.81818181818182,"survival",4.16,"Survival"
25,0.55,1.81818181818182,"survival",-0.91,"Survival"
26,0.55,1.81818181818182,"survival",-3.36,"Survival"
27,0.57,1.75438596491228,"survival",2.38,"Survival"
28,0.57,1.75438596491228,"survival",-1.64,"Survival"
29,0.59,1.69491525423729,"survival",2.98,"Survival"
30,0.59,1.69491525423729,"survival",0.97,"Survival"
31,0.6,1.66666666666667,"survival",0.27,"Survival"
32,0.6,1.66666666666667,"survival",1.15,"Survival"
33,0.61,1.63934426229508,"survival",-0.08,"Survival"
34,0.61,1.63934426229508,"survival",-0.52,"Survival"
35,0.62,1.61290322580645,"survival",3.57,"Survival"
36,0.62,1.61290322580645,"survival",-1.61,"Survival"
37,0.62,1.61290322580645,"survival",-0.88,"Survival"
38,0.63,1.58730158730159,"survival",-2.93,"Survival"
39,0.64,1.5625,"survival",-4.64,"Survival"
40,0.65,1.53846153846154,"survival",-1.81,"Survival"
41,0.66,1.51515151515152,"survival",3.23,"Survival"
42,0.67,1.49253731343284,"survival",2.57,"Survival"
43,0.68,1.47058823529412,"survival",5.41,"Survival"
44,0.68,1.47058823529412,"survival",0.15,"Survival"
45,0.7,1.42857142857143,"survival",-0.7,"Survival"
46,0.7,1.42857142857143,"survival",-1.33,"Survival"
47,0.7,1.42857142857143,"survival",4.02,"Survival"
48,0.71,1.40845070422535,"survival",1.83,"Survival"
49,0.71,1.40845070422535,"survival",-0.88,"Survival"
50,0.73,1.36986301369863,"survival",-0.29,"Survival"
51,0.73,1.36986301369863,"survival",-0.66,"Survival"
52,0.74,1.35135135135135,"survival",-1.31,"Survival"
53,0.74,1.35135135135135,"survival",-1.21,"Survival"
54,0.77,1.2987012987013,"survival",1.36,"Survival"
55,0.77,1.2987012987013,"survival",-2.21,"Survival"
56,0.77,1.2987012987013,"survival",3.56,"Survival"
57,0.77,1.2987012987013,"survival",1.18,"Survival"
58,0.79,1.26582278481013,"survival",1.97,"Survival"
59,0.79,1.26582278481013,"survival",1.17,"Survival"
60,0.8,1.25,"survival",1.82,"Survival"
61,0.8,1.25,"survival",1.65,"Survival"
62,0.8,1.25,"survival",0.56,"Survival"
63,0.8,1.25,"survival",1.83,"Survival"
64,0.81,1.23456790123457,"survival",1.76,"Survival"
65,0.81,1.23456790123457,"survival",0.35,"Survival"
66,0.81,1.23456790123457,"survival",0.67,"Survival"
67,0.83,1.20481927710843,"survival",-2.27,"Survival"
68,0.83,1.20481927710843,"survival",-0.43,"Survival"
69,0.83,1.20481927710843,"survival",4.1,"Survival"
70,0.83,1.20481927710843,"survival",2.34,"Survival"
71,0.84,1.19047619047619,"survival",1.15,"Survival"
72,0.84,1.19047619047619,"survival",-0.84,"Survival"
73,0.84,1.19047619047619,"survival",-2.04,"Survival"
74,0.85,1.17647058823529,"survival",-0.29,"Survival"
75,0.85,1.17647058823529,"survival",-1.12,"Survival"
76,0.86,1.16279069767442,"survival",-0.03,"Survival"
77,0.86,1.16279069767442,"survival",-3.12,"Survival"
78,0.87,1.14942528735632,"survival",-0.63,"Survival"
79,0.87,1.14942528735632,"survival",-0.55,"Survival"
80,0.87,1.14942528735632,"survival",-0.06,"Survival"
81,0.88,1.13636363636364,"survival",2.23,"Survival"
82,0.89,1.12359550561798,"survival",-0.26,"Survival"
83,0.89,1.12359550561798,"survival",-1.88,"Survival"
84,0.89,1.12359550561798,"survival",3.48,"Survival"
85,0.89,1.12359550561798,"survival",-0.45,"Survival"
86,0.9,1.11111111111111,"survival",-1.78,"Survival"
87,0.9,1.11111111111111,"survival",-0.49,"Survival"
88,0.9,1.11111111111111,"survival",2.78,"Survival"
89,0.9,1.11111111111111,"survival",-0.66,"Survival"
90,0.91,1.0989010989011,"survival",3.45,"Survival"
91,0.91,1.0989010989011,"survival",2.41,"Survival"
92,0.92,1.08695652173913,"survival",-0.92,"Survival"
93,0.92,1.08695652173913,"survival",0.41,"Survival"
94,0.92,1.08695652173913,"survival",1.43,"Survival"
95,0.93,1.0752688172043,"survival",1.34,"Survival"
96,0.93,1.0752688172043,"survival",1.66,"Survival"
97,0.93,1.0752688172043,"survival",-0.28,"Survival"
98,0.93,1.0752688172043,"survival",-1.93,"Survival"
99,0.93,1.0752688172043,"survival",1.29,"Survival"
100,0.94,1.06382978723404,"survival",-3.8,"Survival"
101,0.94,1.06382978723404,"survival",1.51,"Survival"
102,0.95,1.05263157894737,"survival",-1.6,"Survival"
103,0.95,1.05263157894737,"survival",-0.54,"Survival"
104,0.95,1.05263157894737,"survival",2.78,"Survival"
105,0.96,1.04166666666667,"survival",0.98,"Survival"
106,0.96,1.04166666666667,"survival",0.84,"Survival"
107,0.97,1.03092783505155,"survival",-2.64,"Survival"
108,0.97,1.03092783505155,"survival",-3.05,"Survival"
109,0.98,1.02040816326531,"survival",1.7,"Survival"
110,0.98,1.02040816326531,"survival",-0.49,"Survival"
111,0.98,1.02040816326531,"survival",-0.95,"Survival"
112,0.99,1.01010101010101,"survival",1.29,"Survival"
113,0.99,1.01010101010101,"survival",-0.95,"Survival"
114,0.99,1.01010101010101,"survival",1.13,"Survival"
115,1,1,"survival",-1.76,"Survival"
116,1,1,"survival",-2.04,"Survival"
117,1,1,"survival",-0.21,"Survival"
118,1,1,"survival",2.71,"Survival"
119,1.01,0.99009900990099,"survival",-3.2,"Survival"
120,1.01,0.99009900990099,"survival",-1.53,"Survival"
121,1.02,0.980392156862745,"survival",-0.49,"Survival"
122,1.02,0.980392156862745,"survival",0.81,"Survival"
123,1.02,0.980392156862745,"survival",-1.13,"Survival"
124,1.02,0.980392156862745,"survival",0.95,"Survival"
125,1.03,0.970873786407767,"survival",1.08,"Survival"
126,1.03,0.970873786407767,"survival",1.44,"Survival"
127,1.03,0.970873786407767,"survival",0.86,"Survival"
128,1.06,0.943396226415094,"survival",2.24,"Survival"
129,1.06,0.943396226415094,"survival",0.49,"Survival"
130,1.06,0.943396226415094,"survival",-1.3,"Survival"
131,1.07,0.934579439252336,"survival",1.8,"Survival"
132,1.07,0.934579439252336,"survival",-1.61,"Survival"
133,1.07,0.934579439252336,"survival",-0.28,"Survival"
134,1.08,0.925925925925926,"survival",0.94,"Survival"
135,1.09,0.91743119266055,"survival",-1.63,"Survival"
136,1.1,0.909090909090909,"survival",0.94,"Survival"
137,1.11,0.900900900900901,"survival",-0.66,"Survival"
138,1.11,0.900900900900901,"survival",-1.09,"Survival"
139,1.11,0.900900900900901,"survival",-2.41,"Survival"
140,1.11,0.900900900900901,"survival",1.47,"Survival"
141,1.12,0.892857142857143,"survival",0.3,"Survival"
142,1.14,0.87719298245614,"survival",3.4,"Survival"
143,1.14,0.87719298245614,"survival",2.42,"Survival"
144,1.16,0.862068965517241,"survival",0.17,"Survival"
145,1.17,0.854700854700855,"survival",-0.94,"Survival"
146,1.19,0.840336134453782,"survival",-0.57,"Survival"
147,1.19,0.840336134453782,"survival",-0.08,"Survival"
148,1.2,0.833333333333333,"survival",-1.06,"Survival"
149,1.2,0.833333333333333,"survival",0.08,"Survival"
150,1.2,0.833333333333333,"survival",0.2,"Survival"
151,1.21,0.826446280991736,"survival",0.6,"Survival"
152,1.22,0.819672131147541,"survival",-0.29,"Survival"
153,1.23,0.813008130081301,"survival",-0.42,"Survival"
154,1.23,0.813008130081301,"survival",-0.58,"Survival"
155,1.25,0.8,"survival",-0.27,"Survival"
156,1.26,0.793650793650794,"survival",0.96,"Survival"
157,1.26,0.793650793650794,"survival",-0.72,"Survival"
158,1.28,0.78125,"survival",1.09,"Survival"
159,1.29,0.775193798449612,"survival",-0.32,"Survival"
160,1.29,0.775193798449612,"survival",2.1,"Survival"
161,1.31,0.763358778625954,"survival",0.81,"Survival"
162,1.31,0.763358778625954,"survival",0.7,"Survival"
163,1.32,0.757575757575758,"survival",0.47,"Survival"
164,1.32,0.757575757575758,"survival",0.69,"Survival"
165,1.33,0.75187969924812,"survival",-0.83,"Survival"
166,1.34,0.746268656716418,"survival",0.38,"Survival"
167,1.36,0.735294117647059,"survival",0.39,"Survival"
168,1.37,0.72992700729927,"survival",0.79,"Survival"
169,1.37,0.72992700729927,"survival",-0.91,"Survival"
170,1.39,0.719424460431655,"survival",-0.07,"Survival"
171,1.4,0.714285714285714,"survival",-0.75,"Survival"
172,1.4,0.714285714285714,"survival",-1.24,"Survival"
173,1.43,0.699300699300699,"survival",-1.73,"Survival"
174,1.48,0.675675675675676,"survival",-2.57,"Survival"
175,1.49,0.671140939597315,"survival",-0.13,"Survival"
176,1.55,0.645161290322581,"survival",-0.72,"Survival"
177,1.55,0.645161290322581,"survival",-0.37,"Survival"
178,1.57,0.636942675159236,"survival",1.6,"Survival"
179,1.63,0.613496932515337,"survival",0.61,"Survival"
180,1.66,0.602409638554217,"survival",-0.1,"Survival"
181,1.7,0.588235294117647,"survival",-1.41,"Survival"
182,1.71,0.584795321637427,"survival",-2.46,"Survival"
183,1.76,0.568181818181818,"survival",0.58,"Survival"
184,1.82,0.549450549450549,"survival",-1.14,"Survival"
185,1.83,0.546448087431694,"survival",1.03,"Survival"
186,1.88,0.531914893617021,"survival",-0.02,"Survival"
187,2,0.5,"survival",0.13,"Survival"
188,2,0.5,"survival",-0.89,"Survival"
189,2.03,0.492610837438424,"survival",-0.36,"Survival"
190,2.05,0.487804878048781,"survival",0.67,"Survival"
191,2.14,0.467289719626168,"survival",-0.18,"Survival"
192,2.17,0.460829493087558,"survival",0.52,"Survival"
193,2.2,0.454545454545455,"survival",-0.27,"Survival"
194,2.22,0.45045045045045,"survival",-1.33,"Survival"
195,2.26,0.442477876106195,"survival",0.28,"Survival"
196,2.32,0.431034482758621,"survival",0.84,"Survival"
197,2.35,0.425531914893617,"survival",0.48,"Survival"
198,2.35,0.425531914893617,"survival",0.42,"Survival"
199,2.4,0.416666666666667,"survival",1.38,"Survival"
200,2.47,0.404858299595142,"survival",0.57,"Survival"
201,2.52,0.396825396825397,"survival",-0.29,"Survival"
202,2.59,0.386100386100386,"survival",1.35,"Survival"
203,2.6,0.384615384615385,"survival",1.29,"Survival"
204,2.7,0.37037037037037,"survival",-0.13,"Survival"
205,2.79,0.3584229390681,"survival",-1.24,"Survival"
1,0.18,5.55555555555556,"target",0,"Target"
2,0.19,5.26315789473684,"target",0,"Target"
3,0.25,4,"target",0,"Target"
4,0.29,3.44827586206897,"target",0,"Target"
5,0.3,3.33333333333333,"target",0,"Target"
6,0.34,2.94117647058824,"target",0,"Target"
7,0.34,2.94117647058824,"target",0,"Target"
8,0.34,2.94117647058824,"target",0,"Target"
9,0.35,2.85714285714286,"target",0,"Target"
10,0.37,2.7027027027027,"target",0,"Target"
11,0.4,2.5,"target",0,"Target"
12,0.41,2.4390243902439,"target",0,"Target"
13,0.41,2.4390243902439,"target",0,"Target"
14,0.41,2.4390243902439,"target",0,"Target"
15,0.42,2.38095238095238,"target",0,"Target"
16,0.42,2.38095238095238,"target",0,"Target"
17,0.43,2.32558139534884,"target",0,"Target"
18,0.43,2.32558139534884,"target",0,"Target"
19,0.44,2.27272727272727,"target",0,"Target"
20,0.45,2.22222222222222,"target",0,"Target"
21,0.46,2.17391304347826,"target",0,"Target"
22,0.48,2.08333333333333,"target",0,"Target"
23,0.51,1.96078431372549,"target",0,"Target"
24,0.55,1.81818181818182,"target",0,"Target"
25,0.55,1.81818181818182,"target",0,"Target"
26,0.55,1.81818181818182,"target",0,"Target"
27,0.57,1.75438596491228,"target",0,"Target"
28,0.57,1.75438596491228,"target",0,"Target"
29,0.59,1.69491525423729,"target",0,"Target"
30,0.59,1.69491525423729,"target",0,"Target"
31,0.6,1.66666666666667,"target",0,"Target"
32,0.6,1.66666666666667,"target",0,"Target"
33,0.61,1.63934426229508,"target",0,"Target"
34,0.61,1.63934426229508,"target",0,"Target"
35,0.62,1.61290322580645,"target",0,"Target"
36,0.62,1.61290322580645,"target",0,"Target"
37,0.62,1.61290322580645,"target",0,"Target"
38,0.63,1.58730158730159,"target",0,"Target"
39,0.64,1.5625,"target",0,"Target"
40,0.65,1.53846153846154,"target",0,"Target"
41,0.66,1.51515151515152,"target",0,"Target"
42,0.67,1.49253731343284,"target",0,"Target"
43,0.68,1.47058823529412,"target",0,"Target"
44,0.68,1.47058823529412,"target",0,"Target"
45,0.7,1.42857142857143,"target",0,"Target"
46,0.7,1.42857142857143,"target",0,"Target"
47,0.7,1.42857142857143,"target",0,"Target"
48,0.71,1.40845070422535,"target",0,"Target"
49,0.71,1.40845070422535,"target",0,"Target"
50,0.73,1.36986301369863,"target",0,"Target"
51,0.73,1.36986301369863,"target",0,"Target"
52,0.74,1.35135135135135,"target",0,"Target"
53,0.74,1.35135135135135,"target",0,"Target"
54,0.77,1.2987012987013,"target",0,"Target"
55,0.77,1.2987012987013,"target",0,"Target"
56,0.77,1.2987012987013,"target",0,"Target"
57,0.77,1.2987012987013,"target",0,"Target"
58,0.79,1.26582278481013,"target",0,"Target"
59,0.79,1.26582278481013,"target",0,"Target"
60,0.8,1.25,"target",0,"Target"
61,0.8,1.25,"target",0,"Target"
62,0.8,1.25,"target",0,"Target"
63,0.8,1.25,"target",0,"Target"
64,0.81,1.23456790123457,"target",0,"Target"
65,0.81,1.23456790123457,"target",0,"Target"
66,0.81,1.23456790123457,"target",0,"Target"
67,0.83,1.20481927710843,"target",0,"Target"
68,0.83,1.20481927710843,"target",0,"Target"
69,0.83,1.20481927710843,"target",0,"Target"
70,0.83,1.20481927710843,"target",0,"Target"
71,0.84,1.19047619047619,"target",0,"Target"
72,0.84,1.19047619047619,"target",0,"Target"
73,0.84,1.19047619047619,"target",0,"Target"
74,0.85,1.17647058823529,"target",0,"Target"
75,0.85,1.17647058823529,"target",0,"Target"
76,0.86,1.16279069767442,"target",0,"Target"
77,0.86,1.16279069767442,"target",0,"Target"
78,0.87,1.14942528735632,"target",0,"Target"
79,0.87,1.14942528735632,"target",0,"Target"
80,0.87,1.14942528735632,"target",0,"Target"
81,0.88,1.13636363636364,"target",0,"Target"
82,0.89,1.12359550561798,"target",0,"Target"
83,0.89,1.12359550561798,"target",0,"Target"
84,0.89,1.12359550561798,"target",0,"Target"
85,0.89,1.12359550561798,"target",0,"Target"
86,0.9,1.11111111111111,"target",0,"Target"
87,0.9,1.11111111111111,"target",0,"Target"
88,0.9,1.11111111111111,"target",0,"Target"
89,0.9,1.11111111111111,"target",0,"Target"
90,0.91,1.0989010989011,"target",0,"Target"
91,0.91,1.0989010989011,"target",0,"Target"
92,0.92,1.08695652173913,"target",0,"Target"
93,0.92,1.08695652173913,"target",0,"Target"
94,0.92,1.08695652173913,"target",0,"Target"
95,0.93,1.0752688172043,"target",0,"Target"
96,0.93,1.0752688172043,"target",0,"Target"
97,0.93,1.0752688172043,"target",0,"Target"
98,0.93,1.0752688172043,"target",0,"Target"
99,0.93,1.0752688172043,"target",0,"Target"
100,0.94,1.06382978723404,"target",0,"Target"
101,0.94,1.06382978723404,"target",0,"Target"
102,0.95,1.05263157894737,"target",0,"Target"
103,0.95,1.05263157894737,"target",0,"Target"
104,0.95,1.05263157894737,"target",0,"Target"
105,0.96,1.04166666666667,"target",0,"Target"
106,0.96,1.04166666666667,"target",0,"Target"
107,0.97,1.03092783505155,"target",0,"Target"
108,0.97,1.03092783505155,"target",0,"Target"
109,0.98,1.02040816326531,"target",0,"Target"
110,0.98,1.02040816326531,"target",0,"Target"
111,0.98,1.02040816326531,"target",0,"Target"
112,0.99,1.01010101010101,"target",0,"Target"
113,0.99,1.01010101010101,"target",0,"Target"
114,0.99,1.01010101010101,"target",0,"Target"
115,1,1,"target",0,"Target"
116,1,1,"target",0,"Target"
117,1,1,"target",0,"Target"
118,1,1,"target",0,"Target"
119,1.01,0.99009900990099,"target",0,"Target"
120,1.01,0.99009900990099,"target",0,"Target"
121,1.02,0.980392156862745,"target",0,"Target"
122,1.02,0.980392156862745,"target",0,"Target"
123,1.02,0.980392156862745,"target",0,"Target"
124,1.02,0.980392156862745,"target",0,"Target"
125,1.03,0.970873786407767,"target",0,"Target"
126,1.03,0.970873786407767,"target",0,"Target"
127,1.03,0.970873786407767,"target",0,"Target"
128,1.06,0.943396226415094,"target",0,"Target"
129,1.06,0.943396226415094,"target",0,"Target"
130,1.06,0.943396226415094,"target",0,"Target"
131,1.07,0.934579439252336,"target",0,"Target"
132,1.07,0.934579439252336,"target",0,"Target"
133,1.07,0.934579439252336,"target",0,"Target"
134,1.08,0.925925925925926,"target",0,"Target"
135,1.09,0.91743119266055,"target",0,"Target"
136,1.1,0.909090909090909,"target",0,"Target"
137,1.11,0.900900900900901,"target",0,"Target"
138,1.11,0.900900900900901,"target",0,"Target"
139,1.11,0.900900900900901,"target",0,"Target"
140,1.11,0.900900900900901,"target",0,"Target"
141,1.12,0.892857142857143,"target",0,"Target"
142,1.14,0.87719298245614,"target",0,"Target"
143,1.14,0.87719298245614,"target",0,"Target"
144,1.16,0.862068965517241,"target",0,"Target"
145,1.17,0.854700854700855,"target",0,"Target"
146,1.19,0.840336134453782,"target",0,"Target"
147,1.19,0.840336134453782,"target",0,"Target"
148,1.2,0.833333333333333,"target",0,"Target"
149,1.2,0.833333333333333,"target",0,"Target"
150,1.2,0.833333333333333,"target",0,"Target"
151,1.21,0.826446280991736,"target",0,"Target"
152,1.22,0.819672131147541,"target",0,"Target"
153,1.23,0.813008130081301,"target",0,"Target"
154,1.23,0.813008130081301,"target",0,"Target"
155,1.25,0.8,"target",0,"Target"
156,1.26,0.793650793650794,"target",0,"Target"
157,1.26,0.793650793650794,"target",0,"Target"
158,1.28,0.78125,"target",0,"Target"
159,1.29,0.775193798449612,"target",0,"Target"
160,1.29,0.775193798449612,"target",0,"Target"
161,1.31,0.763358778625954,"target",0,"Target"
162,1.31,0.763358778625954,"target",0,"Target"
163,1.32,0.757575757575758,"target",0,"Target"
164,1.32,0.757575757575758,"target",0,"Target"
165,1.33,0.75187969924812,"target",0,"Target"
166,1.34,0.746268656716418,"target",0,"Target"
167,1.36,0.735294117647059,"target",0,"Target"
168,1.37,0.72992700729927,"target",0,"Target"
169,1.37,0.72992700729927,"target",0,"Target"
170,1.39,0.719424460431655,"target",0,"Target"
171,1.4,0.714285714285714,"target",0,"Target"
172,1.4,0.714285714285714,"target",0,"Target"
173,1.43,0.699300699300699,"target",0,"Target"
174,1.48,0.675675675675676,"target",0,"Target"
175,1.49,0.671140939597315,"target",0,"Target"
176,1.55,0.645161290322581,"target",0,"Target"
177,1.55,0.645161290322581,"target",0,"Target"
178,1.57,0.636942675159236,"target",0,"Target"
179,1.63,0.613496932515337,"target",0,"Target"
180,1.66,0.602409638554217,"target",0,"Target"
181,1.7,0.588235294117647,"target",0,"Target"
182,1.71,0.584795321637427,"target",0,"Target"
183,1.76,0.568181818181818,"target",0,"Target"
184,1.82,0.549450549450549,"target",0,"Target"
185,1.83,0.546448087431694,"target",0,"Target"
186,1.88,0.531914893617021,"target",0,"Target"
187,2,0.5,"target",0,"Target"
188,2,0.5,"target",0,"Target"
189,2.03,0.492610837438424,"target",0,"Target"
190,2.05,0.487804878048781,"target",0,"Target"
191,2.14,0.467289719626168,"target",0,"Target"
192,2.17,0.460829493087558,"target",0,"Target"
193,2.2,0.454545454545455,"target",0,"Target"
194,2.22,0.45045045045045,"target",0,"Target"
195,2.26,0.442477876106195,"target",0,"Target"
196,2.32,0.431034482758621,"target",0,"Target"
197,2.35,0.425531914893617,"target",0,"Target"
198,2.35,0.425531914893617,"target",0,"Target"
199,2.4,0.416666666666667,"target",0,"Target"
200,2.47,0.404858299595142,"target",0,"Target"
201,2.52,0.396825396825397,"target",0,"Target"
202,2.59,0.386100386100386,"target",0,"Target"
203,2.6,0.384615384615385,"target",0,"Target"
204,2.7,0.37037037037037,"target",0,"Target"
205,2.79,0.3584229390681,"target",0,"Target"
1,0.18,5.55555555555556,"inner_lower",-11.1111111111111,"2 Std. Dev."
2,0.19,5.26315789473684,"inner_lower",-10.5263157894737,"2 Std. Dev."
3,0.25,4,"inner_lower",-8,"2 Std. Dev."
4,0.29,3.44827586206897,"inner_lower",-6.89655172413793,"2 Std. Dev."
5,0.3,3.33333333333333,"inner_lower",-6.66666666666667,"2 Std. Dev."
6,0.34,2.94117647058824,"inner_lower",-5.88235294117647,"2 Std. Dev."
7,0.34,2.94117647058824,"inner_lower",-5.88235294117647,"2 Std. Dev."
8,0.34,2.94117647058824,"inner_lower",-5.88235294117647,"2 Std. Dev."
9,0.35,2.85714285714286,"inner_lower",-5.71428571428571,"2 Std. Dev."
10,0.37,2.7027027027027,"inner_lower",-5.40540540540541,"2 Std. Dev."
11,0.4,2.5,"inner_lower",-5,"2 Std. Dev."
12,0.41,2.4390243902439,"inner_lower",-4.8780487804878,"2 Std. Dev."
13,0.41,2.4390243902439,"inner_lower",-4.8780487804878,"2 Std. Dev."
14,0.41,2.4390243902439,"inner_lower",-4.8780487804878,"2 Std. Dev."
15,0.42,2.38095238095238,"inner_lower",-4.76190476190476,"2 Std. Dev."
16,0.42,2.38095238095238,"inner_lower",-4.76190476190476,"2 Std. Dev."
17,0.43,2.32558139534884,"inner_lower",-4.65116279069767,"2 Std. Dev."
18,0.43,2.32558139534884,"inner_lower",-4.65116279069767,"2 Std. Dev."
19,0.44,2.27272727272727,"inner_lower",-4.54545454545455,"2 Std. Dev."
20,0.45,2.22222222222222,"inner_lower",-4.44444444444444,"2 Std. Dev."
21,0.46,2.17391304347826,"inner_lower",-4.34782608695652,"2 Std. Dev."
22,0.48,2.08333333333333,"inner_lower",-4.16666666666667,"2 Std. Dev."
23,0.51,1.96078431372549,"inner_lower",-3.92156862745098,"2 Std. Dev."
24,0.55,1.81818181818182,"inner_lower",-3.63636363636364,"2 Std. Dev."
25,0.55,1.81818181818182,"inner_lower",-3.63636363636364,"2 Std. Dev."
26,0.55,1.81818181818182,"inner_lower",-3.63636363636364,"2 Std. Dev."
27,0.57,1.75438596491228,"inner_lower",-3.50877192982456,"2 Std. Dev."
28,0.57,1.75438596491228,"inner_lower",-3.50877192982456,"2 Std. Dev."
29,0.59,1.69491525423729,"inner_lower",-3.38983050847458,"2 Std. Dev."
30,0.59,1.69491525423729,"inner_lower",-3.38983050847458,"2 Std. Dev."
31,0.6,1.66666666666667,"inner_lower",-3.33333333333333,"2 Std. Dev."
32,0.6,1.66666666666667,"inner_lower",-3.33333333333333,"2 Std. Dev."
33,0.61,1.63934426229508,"inner_lower",-3.27868852459016,"2 Std. Dev."
34,0.61,1.63934426229508,"inner_lower",-3.27868852459016,"2 Std. Dev."
35,0.62,1.61290322580645,"inner_lower",-3.2258064516129,"2 Std. Dev."
36,0.62,1.61290322580645,"inner_lower",-3.2258064516129,"2 Std. Dev."
37,0.62,1.61290322580645,"inner_lower",-3.2258064516129,"2 Std. Dev."
38,0.63,1.58730158730159,"inner_lower",-3.17460317460317,"2 Std. Dev."
39,0.64,1.5625,"inner_lower",-3.125,"2 Std. Dev."
40,0.65,1.53846153846154,"inner_lower",-3.07692307692308,"2 Std. Dev."
41,0.66,1.51515151515152,"inner_lower",-3.03030303030303,"2 Std. Dev."
42,0.67,1.49253731343284,"inner_lower",-2.98507462686567,"2 Std. Dev."
43,0.68,1.47058823529412,"inner_lower",-2.94117647058824,"2 Std. Dev."
44,0.68,1.47058823529412,"inner_lower",-2.94117647058824,"2 Std. Dev."
45,0.7,1.42857142857143,"inner_lower",-2.85714285714286,"2 Std. Dev."
46,0.7,1.42857142857143,"inner_lower",-2.85714285714286,"2 Std. Dev."
47,0.7,1.42857142857143,"inner_lower",-2.85714285714286,"2 Std. Dev."
48,0.71,1.40845070422535,"inner_lower",-2.8169014084507,"2 Std. Dev."
49,0.71,1.40845070422535,"inner_lower",-2.8169014084507,"2 Std. Dev."
50,0.73,1.36986301369863,"inner_lower",-2.73972602739726,"2 Std. Dev."
51,0.73,1.36986301369863,"inner_lower",-2.73972602739726,"2 Std. Dev."
52,0.74,1.35135135135135,"inner_lower",-2.7027027027027,"2 Std. Dev."
53,0.74,1.35135135135135,"inner_lower",-2.7027027027027,"2 Std. Dev."
54,0.77,1.2987012987013,"inner_lower",-2.5974025974026,"2 Std. Dev."
55,0.77,1.2987012987013,"inner_lower",-2.5974025974026,"2 Std. Dev."
56,0.77,1.2987012987013,"inner_lower",-2.5974025974026,"2 Std. Dev."
57,0.77,1.2987012987013,"inner_lower",-2.5974025974026,"2 Std. Dev."
58,0.79,1.26582278481013,"inner_lower",-2.53164556962025,"2 Std. Dev."
59,0.79,1.26582278481013,"inner_lower",-2.53164556962025,"2 Std. Dev."
60,0.8,1.25,"inner_lower",-2.5,"2 Std. Dev."
61,0.8,1.25,"inner_lower",-2.5,"2 Std. Dev."
62,0.8,1.25,"inner_lower",-2.5,"2 Std. Dev."
63,0.8,1.25,"inner_lower",-2.5,"2 Std. Dev."
64,0.81,1.23456790123457,"inner_lower",-2.46913580246914,"2 Std. Dev."
65,0.81,1.23456790123457,"inner_lower",-2.46913580246914,"2 Std. Dev."
66,0.81,1.23456790123457,"inner_lower",-2.46913580246914,"2 Std. Dev."
67,0.83,1.20481927710843,"inner_lower",-2.40963855421687,"2 Std. Dev."
68,0.83,1.20481927710843,"inner_lower",-2.40963855421687,"2 Std. Dev."
69,0.83,1.20481927710843,"inner_lower",-2.40963855421687,"2 Std. Dev."
70,0.83,1.20481927710843,"inner_lower",-2.40963855421687,"2 Std. Dev."
71,0.84,1.19047619047619,"inner_lower",-2.38095238095238,"2 Std. Dev."
72,0.84,1.19047619047619,"inner_lower",-2.38095238095238,"2 Std. Dev."
73,0.84,1.19047619047619,"inner_lower",-2.38095238095238,"2 Std. Dev."
74,0.85,1.17647058823529,"inner_lower",-2.35294117647059,"2 Std. Dev."
75,0.85,1.17647058823529,"inner_lower",-2.35294117647059,"2 Std. Dev."
76,0.86,1.16279069767442,"inner_lower",-2.32558139534884,"2 Std. Dev."
77,0.86,1.16279069767442,"inner_lower",-2.32558139534884,"2 Std. Dev."
78,0.87,1.14942528735632,"inner_lower",-2.29885057471264,"2 Std. Dev."
79,0.87,1.14942528735632,"inner_lower",-2.29885057471264,"2 Std. Dev."
80,0.87,1.14942528735632,"inner_lower",-2.29885057471264,"2 Std. Dev."
81,0.88,1.13636363636364,"inner_lower",-2.27272727272727,"2 Std. Dev."
82,0.89,1.12359550561798,"inner_lower",-2.24719101123596,"2 Std. Dev."
83,0.89,1.12359550561798,"inner_lower",-2.24719101123596,"2 Std. Dev."
